Colonne1	Colonne2
Cécyle où l'art de miser sur un physique , sa voix n'est pas extraordinaire. #TheVoice	
Elle ne connaît pas les paroles c’est laid aussi \nJ’ai dit  #TheVoice	
La mère a Cecyle elle a attaqué Nikos ça m’a tué #TheVoice	
canon la fille ouloulou #TheVoice	
PourquoiFlorent Pagny s’est retrourné? Elle a une voix tout à fait fade. Je croyais qu’il voulait des prestations du feu de dieu #TheVoice	
C’est moi ou c’est du yaourt ce qu’elle fait là Cécyle ? #TheVoice	
La mère quoi .. je meurs ?????? #TheVoice	
Ils savent que chanter en anglais oy merde#TheVoice	
Oh putain! C’est affreux! Mes oreilles saignent! #Renata #TheVoice	
DISASTAIIIIIREEEE\nWATABATEUSSE\n#TheVoice	
Nan mais sérieux si il avait pas le dos tourné j’aurais dit que c’est paske c’est une bombe... attends il a une ore… https://t.co/BZ5xQAQQCg	
#TheVoice Donc c'est confirmé je l'aime bien ???????	
-Des jumeaux?\n\n-Des frères?\n\n-De la même famille?\n\n-Père - fils?\n\n#TheVoice https://t.co/5yIgGesRTw	
Elle est juste grave jolie elle c'est un truc de fou ! #TheVoice	
"#TheVoice le duo ""father to son"" à une page fb https://t.co/vc7mxDZUPx"	
Euh je trouve que c’est nul ?? #TheVoice	
Elle est vraiment belle elle #TheVoice	
Un peu de tenue la maman de Cécyle. Par contre elle l’attaque trop bas la chanson  #TheVoice	
elle met aucun sentiment dans la chanson c nul #thevoice	
j’aime pas du tout :///// #TheVoice	
Je trouve ça horrible ... #TheVoice	
Ah mais là je comprend pas ce buzz ? #thevoice	
Je confirme #thevoice c’est une grosse blague !!!!!	
Elle en fait un poil trop la maman ????#thevoice	
J'ai mal aux oreilles un peu #thevoice	
Une voix à l'italienne j'adore. #TheVoice	
Je comprends enfin pourquoi ça s'appelle #TheVoice car il y a très peu de chansons françaises pour ces auditions aveugles...	
On dirait que Pagny buzze juste pour remplir son équipe...#TheVoice	
Un missile la meuf ....\n\n #thevoice	
On dirait une star confirmée ????\nJ'aime son grain de voix #TheVoice	
Bof... Le premier buzz on n'avait même pas encore entendu sa voix. #TheVoice	
Franchement, y'a pas de quoi sortir l'appareil à raclette. #TheVoice	
Cécile me gave avant mêmequelle commence elle à Blair d’être trop sûre d’elle elle crie trop ça fait mal aux oreill… https://t.co/mcKRPRzXzX	
Par contre ce que je trouve dommage pour ce premier épisode c'est le manque de chansons française comme d'habitude a  #TheVoice	
Ah non j'aime pas dutout #TheVoice	
C'est pas folichon  #TheVoice	
Renata faudra canaliser #TheVoice	
Je l’a choisis DIRECT #TheVoice	
Et si tu étais du nutella ? \n?? https://t.co/8kINQrTAwO	
Pourquoi les Corses, vous avez toujours besoin de préciser que vous l'êtes! Si vous n'aimez pas le continent, reste… https://t.co/CdtxGshcCC	
Même les kids ont mieux chanté What about us qu'elle ahahah. #TheVoice sorry mais j'aime pas ????	
#TheVoice on est combien un samedi soir devant the voice pendant que askip ya des trucs à faire le samedi soir ?  ??	
J’aime pas sa voix elle chante mais elle vit pas les paroles y’a pas d’émotions  #TheVoice	
#TheVoice Pink ne méritait pas un tel massacre !! J’aime pas du tout ??	
"alors par contre je vous le dis tout de suite : je suis corse is the new ""et je suis un pur produit du sud"" #TheVoice"	
comment elle a arraché Nikos la maman j'en peux plus mdrrrr #TheVoice	
Mon coup de coeur Cecyle, oalalla @offjuliengeloen \n#TheVoice ??	
?????? elle a pas plus de talent que le duo père et fils ou ceux qui ce sont fait recale jcomprends pas #TheVoice	
Alors là par contre non... Personne se retourne pour Charles ( et son papa oe oe menfin mdrr ).. et là... QUEL GÂCH… https://t.co/ekd9tj0L0O	
Hop deuxième coup de cœur pour Cécile #thevoice	
#TheVoice Je suis au bout de ma vie. Elle ne connaît même pas les paroles, c'est limite faux la plupart du temps. Et ça buzze.	
Magnifique Cécyle elle a tout pour elle la Voix , la beauté , une étoile brille dans #TheVoice	
Par contre pour l’accent et la prononciation on repassera. #TheVoice #WhatAboutUs	
"@nikosaliagas qui rassure les gens ""ça suffit, Kendji il en a eu qu'un"" ???? #TheVoice"	
C'est un plaisir de voir un duo père et fils c'est tellement beau#TheVoice	
Sa mère est folle, une vraie pile électrique ??\n\n#TheVoice	
Je comprends plus rien comptez pas sur moi pour les prochains episodes #TheVoice	
Elle hurle mon dieu #TheVoice	
#TheVoice elle détruit la chanson de pink	
Ouai pas ouf désolé ils ce sont pas retourner pour mieux parfois ... #TheVoice	
On m’annonce dans l’oreillette que Nikos ne s’est pas remis de ce câlin #TheVoice	
Il faut arrêter la meuf n’a rien dégagé de spécial là Florent Pagny ce soir me dégoûte #TheVoice	
Oula, monsieur Pagny, fallait pas se retourner la, ça va pas du tout, elle est à bout de souffle et rien d’original... #TheVoice	
La meuf massacre Pink mais il se retourne ???? #thevoice	
#TheVoice chui  amoureux ??????????????????	
Je suis à fond devant The Voice cette année. C’est du lourd ! #theVoice	
daaaamn la voix, j'suis amoureuse ckenjd #thevoice	
Jveux voir ca ptn https://t.co/Z6WrsyQN29	
J'aime pas du tout ... #TheVoice	
La meuf c’est un canon, elle chante parfaitement.. je suis jalouse #TheVoice	
Le fameux rire de Pagny #TheVoice	
Bon je boycotte #TheVoice temporairement, je ne comprends l exclusion du duo Père-fils et ceux qui sont d accord de… https://t.co/eEZyrMgm3l	
"Zazie vrai peste mdr ""Elle est belle la musique"" oui celle qui chante aussi mdr #thevoice"	
Con c’est une bombe elle ! \nEn final direct fadaaaaaaaaa\n\n#TheVoice	
Mais, elle n’a aucune voix... #TheVoice	
Alors ils ne se retournent pas pour Father to son qui chantaient merveilleusement bien mais pour cette fille... #TheVoice	
Elle envoit la corse ?? #thevoice	
#TheVoice physiquement c'est un canon mais elle chante comme une casserole. Rooo le carnage !	
Pardon mais j'ai pas compris pourquoi il s'est retourné Pagny là...  #TheVoice https://t.co/3fuL5dWuMp	
C'est un attentat corse dans les oreilles putain !\n\n#TheVoice	
Ah j'ai rien dit ça va mieux là jsuis mitigée #TheVoice	
Mais MUTE quoi!!!! #TheVoice	
Elle chante faux  #TheVoice	
Elle fait trop de manière je trouve. Perso j'aime pas trop #Thevoice	
#TheVoice Florent Pagny se réveille enfin !!! ... Excellent Choix !!! ...\n??????????	
absolument dégoûtée que Father To Son n’ai pas été retenu alors qu’elle est retenue alors que c’est pas terrible #TheVoice	
Le fils et le père qui viennent de saint Malo ils étaient tellement extraordinaires. J’suis fière de ma ville. Et p… https://t.co/7Wycq7aYq9	
Joker... faut pas deconner non plus...#TheVoice	
Son anglais est à chier ... Ouf elle a un défaut #TheVoice	
Elle a oublié d’être moche Cecyle.... ??. #TheVoice	
Wouaw cette note qu'elle a faite ?? Cecyle j'adoooooore ! #TheVoice	
A part gueuler??#TheVoice	
Pauvre Florent il est obligé de buzzer par dépit pour avoir son quota mdr #TheVoice	
Ptdrr on a perdu @nikosaliagas  quand @florentpagny  s est retourne sur Cécyle  #TheVoice	
C’est nul elle a 0 voix #TheVoice	
Par exemple ça c’est pas original et ça casse les oreilles #thevoice	
Si tu as compris comment pagny choisi... #thevoice	
J’aime pas du tout.  #TheVoice	
#TheVoice Florent, la troisième sera la bonne????	
Elle a tout pour elle, dites moi qu'elle est pas Italienne et je vous crois pas #TheVoice	
Je sais pas pourquoi je trouve y'a un truc qui bloque dans sa voix jsp comment expliquer en fait #TheVoice	
Elle se la péte et en plus nous saccage cette superbe chanson de @Pink #TheVoice	
C'est une blague ? Le père et le fils non mais les 2 filles d'après sa buzz c'est vraiment n'importe quoi il suffit… https://t.co/qQskopmJN5	
#TheVoice je prend Rendez-vous chez l'ORL pour Pagny ?	
Elle gère #Cécile #TheVoice ????????????	
#TheVoice j’aime pas sa tronche de beurette j’aime pas sa voix. \nGueule pas dans ton micro ma chérie!	
Il buzz trop vite ! C'est pas ouf je trouve ! #TheVoice	
Par contre on l’anglais c’est pas ça ?? #TheVoice	
#thevoice Comment il peut se retourner sur ça ? C'est laid.. Elle n'a aucun talent. Je ne supporte pas sa voix.	
Cécyle sur du what about us de @Pink , cool c'est une belle chanson , belle voix et 2 ème talent de la soirée pour @florentpagny #TheVoice	
Mais il s'extasie un peu trop vite le Florent Pagny #TheVoice https://t.co/P39P1AFJeS	
What About Us est une chanson tellement forte, elle me fera toujours de l'effet #TheVoice	
#TheVoice son stress se ressent un peu mais elle gère sur la fin	
Rho la maman de #Cecyle ne tient plus en place #TheVoice @nikosaliagas	
Ca fait tres musique d eurovision.....#TheVoice	
Force à Pink si elle entend un jour cette reprise #TheVoice	
Je suis le seul à avoir trouvé ça laid ou pas ? #TheVoice	
Ça vaudra ha mais pink , m'as j'aime bien quand même ! #TheVoice	
Première personne que j'adore ! #WhatAboutUs de Pink aide beaucoup, mais c'était la (seule) parfaite prestation de #TheVoice de ce soir ??	
Mais elle envoie du pâté. J’avoue. Je m’incline. #TheVoice	
Il manque quelque chose dans la voix de Cecyle quand même #TheVoice	
#TheVoice pour Florent, bravo Cécile, ta mère est juste la plus heureuse	
les corses elles en ont pas marre d'être belles #thevoice	
Mouais j’preferais Father and Son  #TheVoice	
Ce n'est pas un coup de coeur mais c'est mieux pour la Corse que pour la majorité de la soirée... #TheVoice	
Elle chante archi faux c'est un massacre ?????? #thevoice	
Je ne tolère pas que l'on fasse du mal aux chansons de @Pink ! #TheVoice	
Death Stranding : Norman Reedus estime que le jeu est en avance sur son temps : https://t.co/z7BZXdmKBm      |… https://t.co/61YUndILTk	
Ça aurait pu être mieux #TheVoice	
C’est tard, arrête de crier #Cécyle !! Mes voisins vont gueuler ! #TheVoice https://t.co/1V64PeGR5a	
J’ai pas trop trop aimée  #TheVoice	
La fille est beaucoup mieux que la mère lol #TheVoice	
par contre j’suis cuite la darone ?? #TheVoice	
Il y a vraiment des bg j’en ai le tournis.  #thevoice	
Jaime pas dutout avec son Mickey  dans le nez la #TheVoice	
C koi sa!!?? #TheVoice	
C'est fait : Cécyle est en larmes mais elle continue bien l'aventure #TheVoice ! Et ce sera dans la #TeamFlorent :… https://t.co/xeJA1spKNA	
Elle s’est cru au Karaoke d’Ajaccio ou quoi ?\n\n#TheVoice https://t.co/NjKYvazWrT	
Et elle pleure\nDonc elle est fière quoi -_- #TheVoice	
Ct un peu faux des fois mais elle chante bien???? #TheVoice	
"Je suis venue 2 min devant #TheVoice, ça me rappelle pourquoi je ne regarde plus... Un massacre de ""What about us"" et Pagny qui buzz... ??"	
Nan mais sérieux Florent ?? #thevoice #TF1	
Okay bon Cecyle 21 ans de Corse qui chante magnifique bien tu peux m'épouser quand tu veux #TheVoice	
Putain le père et le fils c'était magnifique, personne se retourne et Cécyle n'a pas de voix et chante faux, ils se… https://t.co/ZbNyljkLOE	
Qq un pour refiler une verveine à la maman? \n#thevoice	
Qu'est qu'elle chante...faux !!!#TheVoice	
Il y a que pink qui peut chanter ses musiques #TheVoice	
Un prime au top autant les candidats que le jury ????????#TheVoice	
Pagny qui se rassure parce qu’il a ENCORE buzzé trop tôt« ah la c’est bien » mdr #TheVoice	
Elle utilise quoi pour que ses cheveux brillent autant ? :o #TheVoice	
Donc Pagny maintenant se retourne avant de savoir s’il aime vraiment. Euh... nouveau concept. Ok. #TheVoice	
Ah ben voilà ?????????? Elle est hystériquela mère ?????? J’adore ?? @nikosaliagas #Cecile #TheVoice ?????????	
Quelle voix Cecyle, impressionnant #TheVoice	
C’était faux du début jusqu’à la fin ...#TheVoice	
Dites moi quand #TheVoice c’est fini svp ????	
Florent buzz est puis je suis sur qu'il regrette ?? elle à une puissance dans sa voix mes elle chante faux?? #TheVoice	
Ça m'énerve d'entendre je suis pas français je suis corse #TheVoice	
Beaucoup aimé cette reprise de Pink, ?? Cécyle !! #TheVoice https://t.co/JuRSoQLOjU	
Il fallait pas qu'elle prenne cet chanson.. c'était pas top la #TheVoice	
C'est quoi l'idée ? En fait la progéniture vient laver l'honneur de la famille l'année suivante ? ????#TheVoice	
#Gulaan est un kanak de #NouvelleCaledonie. C’est donc un chant mélanésien et non polynésien ?? En un tweet… https://t.co/QxmKwTRraS	
Bon sa voix pas mal..mais on va plutot dire que cest la justice qui a trancher pour sa maman\n #TheVoice	
J'ai mal pour #Pink #TheVoice !	
"#France????""THE VOICE : LA PLUS BELLE VOIX"" Season 7 Episode 1 is almost ending on ""TF1 @TF1"" TV channel. / #TheVoice… https://t.co/yiEfTo60sj"	
Là c'est bien !\nEuh, wtf ? C'est quoi cette hyprocrisie Florent ?? #TheVoice	
#TheVoice Cécyle Dellepiani (@CcyleD) prend sa revanche pour sa maman, Patrizia Grillo, non retenue l'an dernier https://t.co/gpfdfoYfgv	
#TheVoice #TheVoice7 encore une voix gueularde.  On en a tellement eu!! Malheur	
Waa j’étais pas prête comment la mère a tiré nicos ????#TheVoice	
C'était un poil faux non ? #TheVoice	
Bravo Cécile , tu méritais que les 4 se retournent  #TheVoice	
Pagny il est content d'avoir une bombe comme ça dans son équipe les gars ?????? #TheVoice	
Mais c est quoi cette bouse!!! Ils se foutent vraiment de la gueule du monde!! C est un scandale!! Pagny il ne se p… https://t.co/zqIYj1oepE	
Euh désolée mais elle chantait grave faux et en plus c’était du yaourt ???? #TheVoice	
Comme elle s'la pète la corse ?? #TheVoice	
Ça fait 10 minutes je suis bougonne dans mon coin parce que Father to Son ont pas été retenu tout ce qui suit là me… https://t.co/PYg8j4oavf	
L'hystérie des parents ce soir c'est donc le thème de la soirée\n#TheVoice	
Waaaah bravo Cécyle ?????? @offjuliengeloen #TheVoice	
@kriillmusic Vous avez beaucoup de talent et votre prestation dans #TheVoice était très chouette, originale, accroc… https://t.co/dOXwT2HI1k	
La voix de Cécyle me rappelle d’Alanis Morissette #TheVoice	
@Elopunchlines On l arrête plus ???? #TheVoice	
On prend pas les Bretons qui chantent bien, mais la pouf qui chante faux, ça y va ?????? #TheVoice	
« dis quelque chose tu dis rien!!! » qu’elle a dit à Nikos mdrrr jpp #thevoice	
Elle a pété tous les vitrages là #TheVoice	
Bon beh elle a sa place dans l'équipe de Pagny. Mais il faudra travailler un peu l'émotion je pense...#TheVoice	
Florent. On a dit prend ton temps non? #TheVoice https://t.co/cChTm7VGM2	
Jsuis amoureuse de Cécile ?????? #thevoice	
#TheVoice Donc, il faut crier et chanter faux pour être sélectionné!	
jsais pas qui t’es mais je t’aime #TheVoice	
Elle est un peu gênante sa mère ?? #TheVoice	
C’est inaudible putain ?????? #TheVoice	
Sous le charme, bravo Cecyle ?? trop fier d'elle ?? #TheVoice	
Pagny il a la gachette facile. Il recrute ses prochains eliminés pour les battle :o\n#TheVoice	
Mais JE COMPRENDS PAS ça se retourne pour une voix normale mais LE DUO PÈRE FILS CZ DONNE LES FRISSONS ÇA FAIT UNE… https://t.co/ukVUUGC3FU	
C’est affreux! Mes oreilles saignent! #TheVoice #Cecyle	
"#TheVoice nikos ""je regarde elle est magnifique"" avec sa voux qui déraille j'étais moooorte??"	
Flo arrête de buzzer dès la 1ère note qui te fait vibrer papa. #chaud #tuvastropvitefrère???? #entubagelégerderrière??\n#TheVoice	
Bon et bien désolée mais j’ai pas aimé dommage car j’adore la chanson #pink #thevoice	
Florent grosse erreur, la voix elle est pas ouf ouf quoi, le pauvre parce qu’il avait toujours aucun talent, on du… https://t.co/Lv6Hlp2m2U	
Pagny a le flair pour renifler la merde cette année, c'est magique #TheVoice	
#TheVoice la chanson est massacrée je trouve, je suis sure elle comprend même pas ce qu'elle chante	
Ah ben voilà ?????????? Elle est hystérique la mère ?????? J’adore ?? @nikosaliagas #Cecile #TheVoice ?????????	
Très belle présentation Cécile ?? #TheVoice #TheVoice7 très belle voix j'adore	
Nikos se prend des baffes et vient de perdre une épaule #TheVoice c'est dangereux comme métier !	
Il y a des fois je ne comprend pas! #TheVoice c'est pas la traduction de La voix?	
Alors, qui est votre candidat préféré de ce soir ? Dites nous tout !  #TheVoice	
Ouch ! ouais elle a de la voix Cecyle ! mais alors vraiment trop maniérée, trop poussif ! Y a du boulot pour @florentpagny #TheVoice	
Mdr les autres ils se retournent pas juste pour laisser Florent avoir un tâlent au moins. Il a pas besoin de pitié wesh ?? #TheVoice	
Sa mère a été recalée, elle, elle est passée mais ne restera pas longtemps je pense.. Pourtant elle a du talent ??????? #TheVoice	
La corse elle chante bien, mais elle est insupportable physiquement, j’ai envie de la taper #TheVoice	
@TheVoice_TF1 @Pink Sublime voix ???????????? #TheVoice ????????????	
La mère est plus hystérique que sa fille qui chante sur scène… #TheVoice7 #TheVoice #TF1 #thevoicetf1	
la maman en coulisse elle est monter de joie sur la tête à nikos ?? #THEVOICE #tf1	
Mais qu'est ce qui fait #TheVoice	
En fête tout les chanteurs ce soir son impressionnant ! ???? \nÇa fait longtemps que j’avais pas vue #TheVoice comme ça !	
#DestinationEurovision le prochain gagnant de #TheVoice ira a l'Eurovision 2019 ??????	
«  faut pas pleurer même si c’est Florent » ptdrrr fddpp #TheVoice	
C'est marrant je regarde un zapping de pub et de temps en temps y'a des gens qui chantent  #TheVoice	
Florent elles sont passées où tes oreilles sérieux?! ??T’es si désespéré ?! #TheVoice	
Euhhh... Pourquoi y'à que Florent qui c'est retourner ?? #TheVoice ????	
Alors.. ?? ??????????\nhttps://t.co/Pn3PTQI7tC\n\n@Hashtag_Seb #Boudin?	
Chante mal, très mal, horriblement mal et en plus son menton est refait  #TheVoice	
#thevoice bof, je ne me serais pas retourné!	
Wa mais Cécyle?? ????#TheVoice	
@OceaneFrc tu veux pas faire #TheVoice ??	
He pascal... bonne blague!! #thevoice	
Florent ?? on sait que tu n'as pas beaucoup mais il faut arrêter de buzz tout les 5seconde  #TheVoice	
Florent il se retourne sur tout et n'importe quoi pour avoir une équipe ???? #TheVoice	
"#TheVoice Oh! @nikosaliagas c'est fait fait pécho par la maman ;) https://t.co/F7MMVlcoJc"	
Cette musique de Pink on l'a entendu je sais pas combien de fois et en plus c'était pas ouf dommage #TheVoice	
Enfaite j'aime bcp trop l'original pour réussir a apprécier sa reprise ?? #TheVoice	
Pagny faudrait qu'on lui dise d'arrêter de buzzer impeu n'importe comment  #TheVoice	
Je suis clairement jalouse de Cecile!! Elle est magnifique cette nana !!! #TheVoice #TheVoice7	
#TheVoice Mdr désolé mais c pas beau !!	
Merci de ne pas reprendre Pink quand on n'a pas de voix. #TheVoice	
Tout les talents #TheVoice de l’année dernière se retrouvent sur #DestinationEurovision ce soir...	
Mon Dieu comme c'est surjoué... #Thevoice #Cécile https://t.co/0tdXZNT0gQ	
"#thevoice Je viens à peine de me brancher, que déjà 2 ""DU COUP"" 'de la ptite de 24 ans !\nPeut-on me faire savoir CO… https://t.co/VwKgj36RTp"	
Ouais bah moi je trouve qu’elle a massacré la chanson de ma Pink ?????? #TheVoice	
Donc le père et le fils qui chantent bien doucement sympa sont pas pris mais elle qui gueule sa race on se retourne… https://t.co/UyEsGJE20U	
Il y a vraiment eu #EdouardEdouard dans #TheVoice ? Il y a eu de l'#Ecco sur le plateau ?	
"La meuf elle s'est pas chanté c'est du karaoké ce qu'elle fait, pendant sa prestation j'ai entendu que ""what about us...."" #TheVoice"	
Elle a un léger cheveux sur la langue mais elle est super belle, Cécile. #TheVoice	
#TheVoice Déçu pour le père et son fils.. Quand je vois sur qui les coachs se retournent .. Entre la corse et la fille de Montauban.	
#TheVoice bravo cecyle	
La je comprends pas pourquoi y'a que Florent qui a buzzé ?? #TheVoice	
@Anthony_Totooo Exceptionnelle Gulaan ?? #TheVoice	
Que des ringardos  depuis 3 auditions #TheVoice	
Comment faire ces barres nourrissantes trop mignonnes à masser sur la peau ? : https://t.co/LAn54ijkbs      |… https://t.co/Ibhc25qtKx	
#TheVoice\nOn touche pas à Pink surtout pour en faire ça	
Moi che comprends pas . Il y a eu meilleur qu’elle et ils se sont pas retournés #TheVoice	
Difficile de reprendre pink c'est un peu casse gueule #thevoice	
La confirmation que n'importe qui ne peut pas chanter du Pink...\n#Cécile #TheVoice #PasToucheAPinkBordel	
Nooon mais j’y crois pas elle a osée  #TheVoice	
J'adore @ObispoPascal comme nouveau coach ! ?????????????? #TheVoice @TheVoice_TF1	
Allo ... Florent ... Faut déboucher les oreilles de temps en temps .... #TheVoice	
#Cécile Woop ???? beauté et puis bah PINK quoi ??#thevoice	
J'adore cette chanson de Pink mais ça ne va pas du tout à Cécile ! #TheVoice #TheVoice7	
#TheVoice Pas génial cette prestation..	
#TheVoice sans l’image c’est génial mais alors c’est plus des caisses qu’elle fait c’est le sous-sol #ikea là	
#Cécile Je suis amoureux ?????????? #TheVoice	
Sa mère avait chanté bcp mieux on l’a recalée \nBref chantez mal ou soyez beau gosse  pour passer voilà #TheVoice	
je comprends pas pourquoi seul @florentpagny s'est retourné pour Cécile. #TheVoice	
Alors la, non, NON. Reprenez Cécile et rendez nous le duo père /fils. Grosse blague de la soirée la. #TheVoice	
Ben voyons ....#TheVoice	
Tu as pas l'impression que la production a demandé au trois autres de ne pas se retourner pour que Florent puisse avoir quelqu'un? #TheVoice	
#TheVoice je trouve qu'elle en fait trop sur cette chanson de Pink. @TF1	
On s'en fiche de ta mère  #TheVoice	
Un peu déçu de cette première. Deux trois vrais talents pas plus. #TheVoice	
La mère qui vient sur scène c’est une vaste blague ????, ça me gêne c’est malfaisant  #TheVoice	
Elle zozote ? #TheVoice	
#TheVoice Florent Pagny il a oublié d'enlever ses boules quiès ou quoi ? Deuxième fois qu'il se fait avoir ??.	
@CharlesBaudry @TheVoice_TF1 Trop de souvenir... Les répétitions... Gulaan chez les Wayenece à Logicop ... Toute la… https://t.co/mnvhp2tiYs	
Non mais sérieux sa ce retourne pas pour le père et le fils mais pour elle qui massacre Pink oui  !!! ??????#TheVoice #Lol #VaComprendre	
Qu'arrive t il à Pagny ce soir?rhhhhollalaaa  #TheVoice	
#TheVoice Cecyle....pas ma fille mais du coffre....	
Quelle ce «  bat » trql c’est pas le telethon #TheVoice	
C quoi,c quoi tié la famille Tout le monde c la famille gros \nTon cousin,ta cousine, ton père, ta mère \nMême le par… https://t.co/ewdXcRJdvy	
- Bienvenue dans l'aventure \n- Faut pas pleurer même si c'est @florentpagny !\n@ObispoPascal @florentpagny… https://t.co/R6BTOSP84V	
J'adore @florentpagny mais vraiment..Mais comment peut-il se retourner..et ce..à la 3eme secondes de la chanson..Co… https://t.co/YPqIN3SsEO	
@nikosaliagas heyyy mais c'est Julie pietri à côté de toi ou quoi.. aah noon c'est #PatriciaGrillo????\nmdrrrr #TheVoice	
Carrément sa mère elle a faillit se cogner contre la tv où on voit les réactions des juges ???????? #thevoice	
Personne a encore fait de montage Florent Panini ? #TheVoice	
Cecile elle veut pas une coupe de champagne et une loge non plus ? #TheVoice #Craneuse	
#thevoice ça buzz pour elle mais pas pour le duo père-fils? Suicidez la zone,	
Pire cover the p!nk que j'ai jamais entendu. La barre est haute but still! \n#TheVoice	
Ce genre de meuf qui chante qui a la particularité de te casser la tête et te procurer aucune émotion en même temps… https://t.co/kGZAhql5oi	
Ah mais nan elle pas fait ça... juste ça m'énerve ce genre de comportement... pffff n'importe quoi.#TheVoice	
Décidément Florent. Apprend à attendre roh! #TheVoice	
#NTX #TheVoice #LT Votre avis sur la prestation de #Cécyle ?	
Beau cadeau de Cécile à sa maman  #TheVoice	
Calmez vous maman!!!  #TheVoice	
Flo arrête de buzzer dès la 1ère note qui te fait vibrer papa. #chaud #tuvastropvitefrère???? #entubagelégerderrière??\n#TheVoice	
Elle en peux plus la mère ?????? #Thevoice	
Purée c'est vrai que on dirait du karaoké ?? et du yaourt mais bon  #TheVoice	
Ah non mais elle va passer sur malaise tv la #TheVoice	
Les derniers choix des coachs interrogent, on est pas sur la même longueur d’onde #theVoice	
"Forcément la fille est plus ""bankable"" que la mère pour eux... #TheVoice"	
Voila la première année où je vais regarder #TheVoice d'un bout à l'autre juste parce qu'il y a @ObispoPascal ????????????	
"#TheVoice\nQuand j'entends ""Je préviens je suis Corse !"" https://t.co/oXJOIxGLxy"	
Elles en font trop mamama #TheVoice	
5min de #TheVoice et c'est un peu gênant	
La mère là est trop géante heinnnnn #thevoice	
#TheVoice elle a massacré la chanson et elle est prise mais le père et le fils qui chantent juste ne se sont pas pris... ??	
La mère qui vit le truc à travers sa fille chérie ahah elle m'éclate. #TheVoice	
Aller maman sur scène c'est la fête ???? trop cute #Cecyle #TheVoice	
Elle a tout niquer la colombienne ??#TheVoice	
#TheVoice si non on émotion est en supplément avec #Cecyle ! Hyper banal ????????	
Cécile, j'aime bien sa voix???? #TheVoice	
Aller un p’tit coup de pathos, ça manquait ?? #TheVoice	
#TheVoice\nHuuum wait a minute !\nOn en reparle de Nikos qui se fait violenter par la maman ??????????	
Une pile électrique la mère #TheVoice	
Si vous regardez #TheVoice sur @TF1 arrêtez-vous un moment pour lire mon #Interview avec un talent hyper sympa #Sol… https://t.co/UChcwSYs37	
Reprendre du pink et pas avoir de voix, c'est vraiment mauvais. Mais ça se retourne... #TheVoice	
Moi je suis @pink je demande que ce soit coupé au montage  #TheVoice	
Hein ? Quoi ?? https://t.co/Kv8iAl90h4	
Elle a dit j’habite à Canne mais je vous le dit toute de suite je suis Corse... comme pour dire je n’est rien avoir… https://t.co/QnPP85tn91	
prévenez un HP là la mère elle va pas bien du tout je chiale #TheVoice	
Ils font 30 centimètres les talons de zazie ? #TheVoice	
Et cest pour elle aussi que je me bas cava trop meuf tu fais #TheVoice tu bas pas le cancer jsais pas tu m'as saoulé	
Le duo père/fils c’était magnifique ptn #TheVoice	
Elle est masculine je trouve #TheVoice	
oh non jadore?? #thevoice	
WO WO WOOO L'ENFANT TERRIBLE C'EST LE MIKA ON EST BIEN D'ACCORD DONT RIP HIM OFF OF HIS TRADEMARK #TheVoice	
D'ailleurs, j'ai cru que la mère allait assommer Nikos ! #TheVoice7 #TheVoice	
And lalala and the dusk till dawn meilleur music de la soirée ???? \n#TheVoice	
Pourquoi regarder #TheVoice ? 60% les vannes entre coatch 30% d’énervement quand ils ne prennent pas #FatherAndSon 10% de chant	
Y ramene la mere...  C'est bon jvais voir l'eurovision tiens.  #TheVoice	
Impression un peu désagréable de voir une mère exploiter sa fille pour récupérer de la notoriété après son échec de l'an dernier.\n#TheVoice	
Cecyle j'ai pas accroché plus que ça non plus. #TheVoice	
Father to son, laisser passer le père et le fils, la plus grosse connerie de #TheVoice.\n#TheVoice2018	
Calme toi la daronne c'est la hachouma la #TheVoice	
Elle est super belle mais je ne trouve aucune sensibilité dans sa voix  #TheVoice	
Elle a pris de l’exta la daronne ou quoi ?\n\nComplètement perché la vieille.\n\n#TheVoice	
Le problème de #TheVoice c'est pas les talents mais les jurys qui ont une vision arrièré de la musique	
elle me tue la mère elle est surexcitée #TheVoice	
Cecyle j'ai vraiment adoré  #TheVoice	
La BD arabe bouillonne à Angoulême : https://t.co/sOnUGYUnnx      |      #TheVoice #DestinationEurovision	
Maman, t'es gênante. #TheVoice	
Cécile, elle a une belle voix, mais elle chante pas forcément juste \n#TheVoice	
L'une des plus belles prestations de The Voice toutes saisons confondues #fathertoson #TheVoice .. je ne sais pas c… https://t.co/TNvGYfi0wQ	
C’est trop mignon de voir une maman fière de sa fille comme ça! Elles sont trop mimi #TheVoice	
On est d'accord la meuf etait a chier #TheVoice	
Nous on regrette que tu revienne #TheVoice	
Trop trop mignonne la maman #TheVoice	
#TheVoice miss je me la péte !!!	
Elle a un peu massacrée la chanson... #thevoice	
Pagny tu t’es retourné trop vite je pense?? #TheVoice	
Le pauvre @nikosaliagas je pense qu'après Certains enregistrements de #TheVoice il doit être couvert de bleus vu la… https://t.co/X2NY0CzVye	
C’était vraiment hideux Cécyle, j’en reviens pas que Florent se soit retourné pour ça et pas pour le papa et son fils #TheVoice	
La mère ultra relou ???? #TheVoice	
Un #TheVoice très casting de mannequin, où sont les rondes, où  sont les femmes de + de 25 ans, où sont les physiques atypiques?	
